SYSTEM_CODE,ENVIRONMENT,ACCOUNT_TYPE,CIF_NUMBER,ACCOUNT_NUMBER,ACCOUNT_NAME,PRODUCT,BRANCH,DATE OPEN,CURRENT INT RATE,INTEREST TERM,ACC STATUS,DATE OF STATUS,ACCOUNT CURRENCY,NPL TAG,SEGMENT,Current Balance,Previous day balance,Privious Month end balance
CORE,FCBU,CURRENT,12096,1000139,Customer_12096,FDFIXED,33,"Thursday, September 08, 2022",0.0273,30,Dormant,10/8/2022,LKR,N,RETAIL,1847001.72,1810257.71,1968273.39
PAWNING,DBU,SAVINGS,61305,1000140,Customer_61305,SAREGPEF,9,"Monday, November 25, 2019",0.0183,180,Dormant,12/25/2019,USD,N,SME,1824718.92,1798724.75,1958127.07
CORE,DBU,LOAN,15993,1000141,Customer_15993,LOANGEN,43,"Monday, September 11, 2017",0.2121,90,Active,10/11/2017,LKR,N,SME,62099.57,61795.74,53022.43
CORE,DBU,CURRENT,31818,1000142,Customer_31818,CURRPRO,19,"Monday, February 19, 2024",0.0157,365,Dormant,3/20/2024,LKR,N,SME,1093046.15,1104734.13,1143456.42
PAWNING,DBU,LOAN,82862,1000143,Customer_82862,FDFIXED,45,"Sunday, November 06, 2022",0.177,365,Active,12/6/2022,USD,N,SME,193171.28,191179.93,195439.55
PAWNING,FCBU,LOAN,42347,1000144,Customer_42347,LOANGEN,9,"Thursday, November 23, 2023",0.1378,180,Active,12/23/2023,USD,N,SME,1910894.54,1896334.18,1777110.43
PAWNING,FCBU,CURRENT,10790,1000145,Customer_10790,FDFIXED,22,"Sunday, April 23, 2017",0.0299,365,Active,5/23/2017,USD,N,RETAIL,1605042.63,1617273.71,1842608.57
CORE,DBU,SAVINGS,85131,1000146,Customer_85131,FDFIXED,13,"Wednesday, August 12, 2020",0.022,365,Active,9/11/2020,LKR,N,CORPORATE,1219559.75,1208062.56,1177116.66
LEASE,DBU,SAVINGS,71369,1000147,Customer_71369,CURRPRO,36,"Monday, October 02, 2017",0.0222,180,Dormant,11/1/2017,USD,N,SME,1850069.97,1814579.17,1597729.77
CORE,FCBU,CURRENT,85863,1000148,Customer_85863,LOANGEN,36,"Tuesday, January 30, 2024",0.036,180,Active,2/29/2024,USD,N,RETAIL,825449.09,838155.02,880792.38
LEASE,FCBU,FD,41865,1000149,Customer_41865,SAREGPEF,4,"Tuesday, December 19, 2023",0.1289,180,Active,1/18/2024,LKR,N,CORPORATE,1860207.82,1884044.37,1998960.22
PAWNING,DBU,CURRENT,22273,1000150,Customer_22273,FDFIXED,43,"Thursday, May 04, 2017",0.0366,30,Dormant,6/3/2017,USD,N,CORPORATE,458428.75,462030.56,497808.25
CORE,FCBU,FD,80367,1000151,Customer_80367,SAREGPEF,33,"Sunday, October 20, 2024",0.0906,90,Active,11/19/2024,USD,N,RETAIL,1138610.92,1118935.56,1138598.63
CORE,FCBU,SAVINGS,83498,1000152,Customer_83498,SAREGPEF,29,"Wednesday, July 24, 2019",0.0258,90,Active,8/23/2019,USD,N,CORPORATE,433173.07,425586.83,476245.26
CORE,FCBU,CURRENT,13025,1000153,Customer_13025,LOANGEN,34,"Wednesday, October 14, 2020",0.0252,180,Active,11/13/2020,LKR,N,SME,434715.78,436019.43,416601.85
PAWNING,DBU,LOAN,23180,1000154,Customer_23180,SAREGPEF,42,"Sunday, March 27, 2022",0.133,180,Dormant,4/26/2022,USD,N,RETAIL,674506.69,684322.07,663029.11
LEASE,DBU,CURRENT,10987,1000155,Customer_10987,FDFIXED,18,"Monday, July 24, 2017",0.0372,90,Dormant,8/23/2017,LKR,Y,RETAIL,1980349.64,1941151.91,2026453.43
LEASE,DBU,FD,91346,1000156,Customer_91346,SAREGPEF,17,"Monday, February 22, 2021",0.1372,365,Active,3/24/2021,USD,Y,CORPORATE,1659229.9,1638552.6,1706783.99
CORE,DBU,LOAN,12104,1000157,Customer_12104,SAREGPEF,25,"Thursday, July 22, 2021",0.1524,365,Dormant,8/21/2021,LKR,N,SME,624315.97,616593.37,710716.7
CORE,DBU,SAVINGS,92712,1000158,Customer_92712,CURRPRO,23,"Wednesday, January 22, 2025",0.0374,180,Active,2/21/2025,USD,N,CORPORATE,1748960.19,1740706.98,1934099.56
PAWNING,FCBU,LOAN,15915,1000159,Customer_15915,LOANGEN,29,"Monday, February 04, 2019",0.134,365,Dormant,3/6/2019,USD,N,CORPORATE,1840069.19,1841010.15,1717572.65
LEASE,FCBU,SAVINGS,79843,1000160,Customer_79843,CURRPRO,9,"Monday, May 01, 2023",0.0165,90,Active,5/31/2023,LKR,N,SME,1935757.7,1920522.15,2142192.89
CORE,DBU,LOAN,73014,1000161,Customer_73014,CURRPRO,22,"Thursday, January 16, 2025",0.1236,30,Active,2/15/2025,USD,N,RETAIL,897171.6,882806.43,944606.12
LEASE,DBU,FD,98776,1000162,Customer_98776,FDFIXED,10,"Sunday, January 08, 2017",0.1095,180,Dormant,2/7/2017,USD,N,RETAIL,14771.12,15025.85,13205.16
PAWNING,DBU,SAVINGS,65660,1000163,Customer_65660,SAREGPEF,5,"Friday, May 13, 2022",0.0288,365,Dormant,6/12/2022,LKR,N,CORPORATE,694531.39,681495.4,769644.89
LEASE,FCBU,LOAN,27892,1000164,Customer_27892,CURRPRO,22,"Sunday, December 13, 2020",0.1649,180,Dormant,1/12/2021,USD,N,RETAIL,1418005.65,1413312.59,1478896.53
LEASE,FCBU,CURRENT,70911,1000165,Customer_70911,LOANGEN,49,"Thursday, November 19, 2020",0.017,30,Active,12/19/2020,LKR,N,RETAIL,1038819.5,1053813.71,1082389.89
CORE,FCBU,SAVINGS,77426,1000166,Customer_77426,FDFIXED,8,"Tuesday, September 22, 2020",0.0202,365,Dormant,10/22/2020,USD,N,CORPORATE,402082.04,398455.05,457585.4
LEASE,DBU,FD,76476,1000167,Customer_76476,FDFIXED,1,"Sunday, April 11, 2021",0.0872,30,Dormant,5/11/2021,LKR,N,SME,1627487.36,1614809.11,1815996.13
CORE,DBU,SAVINGS,73972,1000168,Customer_73972,LOANGEN,8,"Monday, May 22, 2023",0.0174,365,Dormant,6/21/2023,LKR,N,CORPORATE,576461.28,582826.06,564965.92
LEASE,DBU,SAVINGS,38586,1000169,Customer_38586,LOANGEN,47,"Wednesday, April 12, 2023",0.0127,365,Dormant,5/12/2023,USD,N,SME,1579250.18,1604819.99,1745233.33
LEASE,DBU,FD,93782,1000170,Customer_93782,CURRPRO,26,"Tuesday, August 24, 2021",0.1101,30,Dormant,9/23/2021,USD,N,CORPORATE,1664372.27,1664896.87,1608088.12
PAWNING,FCBU,FD,87964,1000171,Customer_87964,CURRPRO,41,"Sunday, April 10, 2022",0.0997,90,Dormant,5/10/2022,LKR,N,CORPORATE,629051.15,640387.99,587027.05
PAWNING,DBU,LOAN,26671,1000172,Customer_26671,FDFIXED,38,"Thursday, February 28, 2019",0.1222,365,Active,3/30/2019,USD,N,RETAIL,403544.42,399404.71,395945.38
PAWNING,DBU,FD,81532,1000173,Customer_81532,FDFIXED,29,"Wednesday, June 22, 2022",0.0859,90,Dormant,7/22/2022,LKR,Y,RETAIL,1093197.62,1094575.02,967738.95
CORE,DBU,FD,15078,1000174,Customer_15078,FDFIXED,2,"Sunday, February 09, 2025",0.1371,180,Dormant,3/11/2025,LKR,N,RETAIL,1505313.51,1498907.92,1436987.79
LEASE,FCBU,SAVINGS,98547,1000175,Customer_98547,FDFIXED,39,"Sunday, December 17, 2017",0.0263,365,Active,1/16/2018,USD,N,CORPORATE,862028.16,871097.97,854536.62
PAWNING,DBU,SAVINGS,80599,1000176,Customer_80599,FDFIXED,13,"Thursday, January 26, 2017",0.0229,30,Active,2/25/2017,LKR,N,CORPORATE,1707155.86,1735435.84,1497773.06
LEASE,DBU,SAVINGS,46962,1000177,Customer_46962,CURRPRO,1,"Tuesday, January 24, 2023",0.0117,30,Active,2/23/2023,LKR,N,CORPORATE,537796.35,531485.55,598660.26
CORE,DBU,CURRENT,52270,1000178,Customer_52270,SAREGPEF,7,"Wednesday, June 12, 2019",0.0181,180,Active,7/12/2019,USD,N,SME,1293649.59,1287068.84,1099874.2
PAWNING,FCBU,FD,33000,1000179,Customer_33000,LOANGEN,26,"Wednesday, April 24, 2024",0.1007,365,Dormant,5/24/2024,USD,N,CORPORATE,1190860.66,1213753.66,1064668.26
LEASE,FCBU,FD,66256,1000180,Customer_66256,CURRPRO,1,"Tuesday, March 09, 2021",0.1315,180,Active,4/8/2021,LKR,N,RETAIL,1578685.94,1586267.24,1455492.38
PAWNING,DBU,CURRENT,65943,1000181,Customer_65943,FDFIXED,29,"Thursday, September 01, 2022",0.0384,365,Active,10/1/2022,USD,N,CORPORATE,430190.61,435767.74,460541.43
LEASE,FCBU,CURRENT,64552,1000182,Customer_64552,LOANGEN,8,"Friday, May 03, 2019",0.0339,180,Dormant,6/2/2019,USD,N,RETAIL,1792814.91,1820310.52,1806481.91
CORE,FCBU,SAVINGS,20163,1000183,Customer_20163,CURRPRO,8,"Tuesday, August 23, 2022",0.021,90,Active,9/22/2022,LKR,N,RETAIL,235902.66,238357.45,240837.36
CORE,FCBU,CURRENT,88146,1000184,Customer_88146,SAREGPEF,10,"Wednesday, April 12, 2023",0.0193,365,Dormant,5/12/2023,USD,N,CORPORATE,1363271.12,1336834.2,1471105.84
LEASE,FCBU,LOAN,17628,1000185,Customer_17628,LOANGEN,17,"Wednesday, March 14, 2018",0.1524,90,Dormant,4/13/2018,LKR,N,CORPORATE,1052209.93,1051699.87,1014832.3
PAWNING,FCBU,FD,24837,1000186,Customer_24837,SAREGPEF,36,"Sunday, October 23, 2022",0.1218,90,Active,11/22/2022,USD,N,CORPORATE,122443.38,120508.31,107935.16
CORE,DBU,LOAN,21542,1000187,Customer_21542,FDFIXED,32,"Wednesday, January 31, 2018",0.1992,365,Dormant,3/2/2018,USD,Y,CORPORATE,1555845.93,1565971.78,1547004.5
CORE,DBU,CURRENT,44747,1000188,Customer_44747,SAREGPEF,31,"Tuesday, November 07, 2017",0.0202,30,Dormant,12/7/2017,USD,N,CORPORATE,990849.97,991706.21,886082.1
LEASE,DBU,CURRENT,20367,1000189,Customer_20367,FDFIXED,40,"Wednesday, May 08, 2019",0.0217,30,Active,6/7/2019,USD,N,RETAIL,750588.44,736878.84,662838.24
LEASE,DBU,CURRENT,63088,1000190,Customer_63088,LOANGEN,24,"Wednesday, July 19, 2023",0.0357,180,Active,8/18/2023,USD,N,RETAIL,708466.22,718656.13,781984.63
PAWNING,FCBU,SAVINGS,70214,1000191,Customer_70214,FDFIXED,3,"Wednesday, December 11, 2019",0.0136,365,Active,1/10/2020,LKR,N,SME,396046.68,402192.57,367445.64
LEASE,FCBU,CURRENT,23131,1000192,Customer_23131,SAREGPEF,39,"Saturday, April 29, 2017",0.0342,365,Dormant,5/29/2017,USD,N,CORPORATE,748605.72,753919.24,738436.76
PAWNING,DBU,FD,56917,1000193,Customer_56917,FDFIXED,38,"Friday, November 09, 2018",0.114,180,Active,12/9/2018,LKR,N,RETAIL,535966.12,535481.27,563144.54
LEASE,FCBU,FD,51800,1000194,Customer_51800,LOANGEN,16,"Tuesday, September 26, 2017",0.1385,365,Active,10/26/2017,LKR,N,SME,1538794.22,1544968.91,1363260.9
PAWNING,FCBU,CURRENT,17669,1000195,Customer_17669,FDFIXED,22,"Tuesday, January 17, 2017",0.0179,30,Dormant,2/16/2017,LKR,N,RETAIL,121280.47,123224.61,130493.29
LEASE,DBU,FD,41405,1000196,Customer_41405,FDFIXED,47,"Monday, April 11, 2022",0.1193,180,Dormant,5/11/2022,USD,N,CORPORATE,357205.2,351061.48,373703.1
PAWNING,FCBU,CURRENT,83896,1000197,Customer_83896,CURRPRO,27,"Monday, June 08, 2020",0.0112,180,Dormant,7/8/2020,USD,N,SME,1324570.33,1316172.5,1183134.01
LEASE,DBU,LOAN,82514,1000198,Customer_82514,LOANGEN,20,"Wednesday, April 19, 2023",0.1237,365,Active,5/19/2023,USD,N,RETAIL,962743.96,959155,1062786.26
PAWNING,DBU,LOAN,55023,1000199,Customer_55023,CURRPRO,8,"Saturday, March 11, 2023",0.1517,180,Active,4/10/2023,USD,N,RETAIL,899854,904780.58,905143.48
CORE,FCBU,SAVINGS,51802,1000200,Customer_51802,SAREGPEF,13,"Friday, August 18, 2017",0.0247,180,Active,9/17/2017,USD,N,SME,1217027.08,1201890.65,1113721.21
PAWNING,FCBU,FD,14122,1000201,Customer_14122,FDFIXED,24,"Thursday, January 12, 2023",0.1357,180,Active,2/11/2023,USD,N,CORPORATE,1719122.71,1689873.5,1777558.66
PAWNING,FCBU,FD,38141,1000202,Customer_38141,SAREGPEF,27,"Sunday, December 29, 2024",0.1371,180,Dormant,1/28/2025,USD,N,RETAIL,386185.12,383249.91,357609.38
LEASE,DBU,FD,84903,1000203,Customer_84903,CURRPRO,37,"Saturday, April 16, 2022",0.0937,90,Dormant,5/16/2022,LKR,N,RETAIL,1165995.67,1178046.29,1148115.14
PAWNING,FCBU,LOAN,78453,1000204,Customer_78453,FDFIXED,35,"Sunday, December 16, 2018",0.1443,90,Dormant,1/15/2019,LKR,N,CORPORATE,41102.64,40330.54,40660.53
LEASE,FCBU,CURRENT,98513,1000205,Customer_98513,LOANGEN,41,"Thursday, December 28, 2017",0.0393,365,Active,1/27/2018,LKR,N,SME,787806.16,785658.84,804179.32
PAWNING,FCBU,SAVINGS,10128,1000206,Customer_10128,SAREGPEF,31,"Friday, September 29, 2017",0.0144,180,Dormant,10/29/2017,USD,N,CORPORATE,947870.34,960264.15,953510.41
LEASE,FCBU,LOAN,38123,1000207,Customer_38123,FDFIXED,2,"Thursday, January 16, 2025",0.1897,30,Dormant,2/15/2025,LKR,N,CORPORATE,732856.08,727882.74,632224.29
PAWNING,FCBU,FD,31104,1000208,Customer_31104,FDFIXED,48,"Wednesday, February 22, 2017",0.0821,30,Dormant,3/24/2017,LKR,N,RETAIL,1751269.41,1752014.6,1555213.78
LEASE,FCBU,LOAN,65140,1000209,Customer_65140,FDFIXED,19,"Tuesday, August 13, 2019",0.1429,30,Active,9/12/2019,LKR,N,SME,1867867.74,1845563.01,1784462.72
PAWNING,DBU,CURRENT,69537,1000210,Customer_69537,LOANGEN,19,"Thursday, October 10, 2019",0.0212,90,Active,11/9/2019,USD,N,RETAIL,1952216.87,1979969.05,2005834.7
CORE,DBU,SAVINGS,10407,1000211,Customer_10407,CURRPRO,50,"Thursday, April 02, 2020",0.0164,365,Dormant,5/2/2020,LKR,N,CORPORATE,525429.85,520364.87,593116.18
PAWNING,FCBU,LOAN,93802,1000212,Customer_93802,FDFIXED,1,"Sunday, December 08, 2019",0.1215,90,Active,1/7/2020,LKR,N,RETAIL,1418760.29,1408371.88,1593039.45
LEASE,FCBU,FD,48180,1000213,Customer_48180,CURRPRO,36,"Thursday, January 09, 2025",0.1047,30,Dormant,2/8/2025,LKR,N,SME,949471.93,958302.52,977974.87
LEASE,FCBU,FD,34953,1000214,Customer_34953,CURRPRO,17,"Tuesday, October 29, 2024",0.1035,90,Dormant,11/28/2024,LKR,N,RETAIL,1314727.86,1301794.04,1119056.66
LEASE,FCBU,FD,62068,1000215,Customer_62068,SAREGPEF,13,"Thursday, August 22, 2024",0.0861,365,Dormant,9/21/2024,LKR,N,SME,649623.38,639639.09,728472.12
PAWNING,DBU,LOAN,67592,1000216,Customer_67592,CURRPRO,7,"Wednesday, November 07, 2018",0.1312,180,Active,12/7/2018,USD,N,SME,1405769.86,1423714.09,1475767.32
LEASE,FCBU,CURRENT,70083,1000217,Customer_70083,LOANGEN,49,"Monday, May 08, 2023",0.037,30,Dormant,6/7/2023,USD,N,CORPORATE,1212002.22,1188423.46,1193218.12
PAWNING,FCBU,FD,78322,1000218,Customer_78322,SAREGPEF,49,"Thursday, November 07, 2024",0.1095,365,Active,12/7/2024,USD,N,RETAIL,1159638.25,1158969.34,1096875.6
LEASE,DBU,SAVINGS,73923,1000219,Customer_73923,CURRPRO,8,"Tuesday, April 16, 2024",0.0155,30,Active,5/16/2024,LKR,N,RETAIL,140547.9,143105.52,130555.7
PAWNING,DBU,CURRENT,70071,1000220,Customer_70071,FDFIXED,28,"Wednesday, February 19, 2020",0.0215,90,Active,3/20/2020,LKR,N,CORPORATE,1959651.26,1932226.87,1729463.9
LEASE,DBU,FD,33458,1000221,Customer_33458,SAREGPEF,34,"Wednesday, June 21, 2023",0.0942,180,Dormant,7/21/2023,USD,N,RETAIL,1121016.8,1136248.33,1001514.25
PAWNING,FCBU,SAVINGS,14728,1000222,Customer_14728,FDFIXED,10,"Monday, March 28, 2022",0.0261,365,Active,4/27/2022,LKR,N,SME,106689.42,104571,111217.74
LEASE,DBU,FD,89478,1000223,Customer_89478,CURRPRO,24,"Sunday, September 22, 2024",0.1049,90,Active,10/22/2024,LKR,N,RETAIL,780871.32,780387.87,764591.89
PAWNING,FCBU,SAVINGS,12448,1000224,Customer_12448,LOANGEN,32,"Monday, August 19, 2019",0.0297,180,Active,9/18/2019,USD,N,SME,780833.24,770710.48,880694.79
PAWNING,DBU,LOAN,41305,1000225,Customer_41305,SAREGPEF,8,"Friday, March 05, 2021",0.1296,90,Dormant,4/4/2021,USD,Y,CORPORATE,952595.79,941432.95,1017232.2
CORE,DBU,FD,45168,1000226,Customer_45168,FDFIXED,39,"Saturday, January 06, 2018",0.0956,180,Active,2/5/2018,USD,N,SME,714051.11,721666.92,704173.9
LEASE,DBU,CURRENT,58204,1000227,Customer_58204,LOANGEN,33,"Tuesday, April 09, 2024",0.0325,365,Dormant,5/9/2024,LKR,N,CORPORATE,562366.76,552617.83,529843.26
PAWNING,DBU,FD,12034,1000228,Customer_12034,CURRPRO,4,"Monday, May 02, 2022",0.1051,30,Active,6/1/2022,USD,N,CORPORATE,1753799.63,1725976.78,1872191.13
PAWNING,FCBU,FD,61048,1000229,Customer_61048,SAREGPEF,47,"Saturday, May 07, 2022",0.1065,30,Active,6/6/2022,LKR,N,CORPORATE,418903.14,415647.3,453242.64
LEASE,FCBU,LOAN,83273,1000230,Customer_83273,FDFIXED,12,"Friday, March 25, 2022",0.1571,180,Active,4/24/2022,LKR,N,SME,227972.93,228762,219302.96
CORE,DBU,FD,78327,1000231,Customer_78327,SAREGPEF,11,"Wednesday, April 04, 2018",0.0861,90,Active,5/4/2018,LKR,N,CORPORATE,822555.62,829160.75,945525.22
CORE,FCBU,SAVINGS,73778,1000232,Customer_73778,FDFIXED,45,"Sunday, December 29, 2024",0.0262,90,Dormant,1/28/2025,USD,N,SME,302213.87,296183.71,286520.27
PAWNING,DBU,CURRENT,57472,1000233,Customer_57472,CURRPRO,19,"Saturday, March 15, 2025",0.0284,365,Dormant,4/14/2025,LKR,N,CORPORATE,665300.63,654191.13,758333.99
LEASE,DBU,LOAN,31587,1000234,Customer_31587,FDFIXED,18,"Thursday, January 18, 2024",0.2151,90,Dormant,2/17/2024,LKR,N,CORPORATE,373531.22,379766.8,423238.26
CORE,FCBU,SAVINGS,31534,1000235,Customer_31534,CURRPRO,43,"Saturday, January 09, 2021",0.0102,180,Dormant,2/8/2021,LKR,N,CORPORATE,1214987.43,1229007.03,1178826.52
PAWNING,DBU,SAVINGS,39552,1000236,Customer_39552,CURRPRO,9,"Tuesday, March 09, 2021",0.0233,180,Active,4/8/2021,LKR,N,CORPORATE,30393.72,30049.94,32015.19
CORE,FCBU,SAVINGS,43420,1000237,Customer_43420,CURRPRO,9,"Thursday, April 06, 2017",0.0153,90,Dormant,5/6/2017,LKR,N,SME,159630.2,157860.2,168161.01
CORE,FCBU,FD,62976,1000238,Customer_62976,SAREGPEF,35,"Friday, December 20, 2019",0.0914,365,Active,1/19/2020,LKR,N,RETAIL,101974.37,101411.74,111213.66
LEASE,FCBU,SAVINGS,26722,1000239,Customer_26722,LOANGEN,19,"Saturday, February 02, 2019",0.0326,90,Active,3/4/2019,LKR,N,SME,1372141.84,1384849.41,1502858.83
PAWNING,DBU,FD,93084,1000240,Customer_93084,SAREGPEF,30,"Saturday, March 02, 2024",0.0976,90,Active,4/1/2024,USD,N,CORPORATE,1901417.91,1888161.45,1680242.29
PAWNING,FCBU,CURRENT,90477,1000241,Customer_90477,CURRPRO,16,"Wednesday, October 02, 2024",0.0102,365,Active,11/1/2024,USD,N,CORPORATE,1066985.56,1068113.38,1218075.27
PAWNING,FCBU,SAVINGS,87692,1000242,Customer_87692,CURRPRO,49,"Friday, March 29, 2019",0.0372,30,Dormant,4/28/2019,LKR,N,SME,1120621.1,1137668.74,1207535.5
PAWNING,FCBU,FD,52144,1000243,Customer_52144,FDFIXED,44,"Wednesday, April 20, 2022",0.092,30,Dormant,5/20/2022,USD,N,RETAIL,1046456.14,1053198.54,1111760.45
LEASE,DBU,FD,62725,1000244,Customer_62725,LOANGEN,29,"Saturday, January 22, 2022",0.1156,365,Active,2/21/2022,USD,N,SME,1452264.92,1475752.5,1480280.61
LEASE,FCBU,FD,72476,1000245,Customer_72476,CURRPRO,44,"Tuesday, October 15, 2019",0.1054,180,Active,11/14/2019,LKR,N,RETAIL,1874866.11,1898134.81,2044861.41
PAWNING,FCBU,LOAN,31031,1000246,Customer_31031,LOANGEN,8,"Tuesday, July 24, 2018",0.195,90,Active,8/23/2018,USD,N,SME,123176.9,124400.18,118298.33
PAWNING,FCBU,LOAN,23072,1000247,Customer_23072,FDFIXED,42,"Saturday, August 19, 2023",0.1245,365,Active,9/18/2023,USD,N,SME,1271545.66,1246569.91,1351789.87
LEASE,DBU,SAVINGS,14579,1000248,Customer_14579,SAREGPEF,14,"Wednesday, February 08, 2023",0.0161,90,Dormant,3/10/2023,LKR,N,SME,1248053.77,1260891.6,1321292.69
LEASE,FCBU,LOAN,33857,1000249,Customer_33857,FDFIXED,3,"Sunday, June 12, 2022",0.1232,180,Dormant,7/12/2022,LKR,N,SME,1320130.2,1333022.29,1471368.9
LEASE,FCBU,CURRENT,97987,1000250,Customer_97987,LOANGEN,1,"Friday, April 26, 2019",0.0277,90,Dormant,5/26/2019,USD,N,SME,1783390.15,1751111.5,1531131.65
PAWNING,FCBU,SAVINGS,80449,1000251,Customer_80449,SAREGPEF,18,"Monday, October 25, 2021",0.0222,30,Active,11/24/2021,LKR,N,RETAIL,1817930.46,1830865.39,2011894.74
PAWNING,DBU,FD,66339,1000252,Customer_66339,SAREGPEF,7,"Friday, August 16, 2024",0.0993,365,Dormant,9/15/2024,USD,N,CORPORATE,91757.93,89977.42,81632.93
PAWNING,FCBU,FD,74910,1000253,Customer_74910,CURRPRO,18,"Wednesday, June 21, 2023",0.1382,30,Dormant,7/21/2023,USD,N,CORPORATE,540254.06,543151.05,518468.74
PAWNING,FCBU,LOAN,85427,1000254,Customer_85427,CURRPRO,16,"Tuesday, September 10, 2019",0.1541,90,Active,10/10/2019,USD,N,SME,604743.31,601468.98,559509.94
PAWNING,DBU,FD,34856,1000255,Customer_34856,CURRPRO,26,"Friday, January 26, 2024",0.1355,90,Dormant,2/25/2024,LKR,N,RETAIL,938043.24,956334.02,987053.91
LEASE,DBU,FD,17925,1000256,Customer_17925,CURRPRO,4,"Saturday, October 22, 2022",0.0971,90,Active,11/21/2022,LKR,N,RETAIL,37521.44,37640.45,42882.79
CORE,FCBU,SAVINGS,60159,1000257,Customer_60159,LOANGEN,40,"Wednesday, October 03, 2018",0.0255,90,Dormant,11/2/2018,USD,N,SME,1488586.61,1508564.5,1368809.74
PAWNING,DBU,LOAN,17209,1000258,Customer_17209,FDFIXED,5,"Sunday, May 02, 2021",0.1534,180,Dormant,6/1/2021,USD,N,SME,1066121.05,1075196.3,1138699.88
CORE,FCBU,LOAN,18515,1000259,Customer_18515,SAREGPEF,42,"Sunday, August 08, 2021",0.2144,365,Dormant,9/7/2021,USD,N,SME,1260620.08,1254992.71,1093594.38
PAWNING,DBU,SAVINGS,44207,1000260,Customer_44207,CURRPRO,42,"Tuesday, January 17, 2023",0.0326,90,Dormant,2/16/2023,LKR,N,RETAIL,1764788.43,1761953.84,1967725.4
CORE,FCBU,CURRENT,38073,1000261,Customer_38073,CURRPRO,30,"Tuesday, January 07, 2020",0.0312,90,Active,2/6/2020,LKR,N,RETAIL,1817447.31,1793072.55,1560754.05
PAWNING,FCBU,LOAN,55670,1000262,Customer_55670,LOANGEN,5,"Sunday, April 05, 2020",0.1585,180,Dormant,5/5/2020,USD,N,CORPORATE,1604582.06,1575276.02,1686597.28
LEASE,FCBU,LOAN,46003,1000263,Customer_46003,LOANGEN,34,"Sunday, April 16, 2023",0.1795,180,Active,5/16/2023,USD,N,SME,1509808.56,1527525.7,1643392.23
CORE,FCBU,LOAN,88782,1000264,Customer_88782,FDFIXED,10,"Sunday, September 24, 2023",0.1648,365,Dormant,10/24/2023,LKR,N,SME,171074.97,170866.02,154932.65
PAWNING,DBU,SAVINGS,71430,1000265,Customer_71430,LOANGEN,20,"Saturday, September 30, 2017",0.0103,90,Dormant,10/30/2017,USD,N,RETAIL,864681.6,876693.2,763700.22
CORE,FCBU,LOAN,23894,1000266,Customer_23894,FDFIXED,23,"Saturday, April 01, 2017",0.1648,180,Dormant,5/1/2017,USD,N,RETAIL,129025.79,129044.44,111280.78
PAWNING,DBU,FD,62499,1000267,Customer_62499,FDFIXED,43,"Tuesday, April 23, 2019",0.1035,30,Dormant,5/23/2019,USD,N,CORPORATE,460972.84,465619.79,519368.69
PAWNING,FCBU,CURRENT,43377,1000268,Customer_43377,FDFIXED,37,"Sunday, December 01, 2019",0.0238,180,Dormant,12/31/2019,LKR,Y,SME,1655708.17,1627158.26,1438346.4
PAWNING,DBU,LOAN,59935,1000269,Customer_59935,FDFIXED,39,"Wednesday, August 15, 2018",0.1318,30,Dormant,9/14/2018,LKR,N,SME,1102319.67,1089705.6,1091890
PAWNING,DBU,FD,52337,1000270,Customer_52337,LOANGEN,44,"Tuesday, August 27, 2024",0.108,180,Dormant,9/26/2024,LKR,N,CORPORATE,1495255.53,1504509.78,1385150.94
CORE,DBU,CURRENT,19942,1000271,Customer_19942,FDFIXED,16,"Monday, September 24, 2018",0.0144,365,Dormant,10/24/2018,LKR,N,CORPORATE,1816318,1812016.47,1956575.26
LEASE,DBU,LOAN,75694,1000272,Customer_75694,SAREGPEF,44,"Saturday, August 17, 2024",0.1933,180,Active,9/16/2024,LKR,N,CORPORATE,776679.29,777828.27,694327.47
CORE,DBU,CURRENT,72486,1000273,Customer_72486,LOANGEN,14,"Saturday, April 27, 2024",0.0389,30,Active,5/27/2024,USD,N,CORPORATE,267095.26,267853.24,273754.98
PAWNING,DBU,LOAN,84442,1000274,Customer_84442,LOANGEN,49,"Thursday, August 11, 2022",0.1608,180,Active,9/10/2022,USD,N,SME,669338.24,658947.3,677804.01
PAWNING,DBU,SAVINGS,40266,1000275,Customer_40266,FDFIXED,12,"Wednesday, December 08, 2021",0.0324,30,Active,1/7/2022,USD,N,SME,997346.82,983424.55,1014521.92
PAWNING,DBU,FD,24391,1000276,Customer_24391,SAREGPEF,10,"Monday, January 20, 2025",0.0975,180,Dormant,2/19/2025,LKR,N,SME,750134.68,761894.38,672386.28
CORE,DBU,FD,16053,1000277,Customer_16053,SAREGPEF,47,"Friday, March 24, 2023",0.1198,90,Dormant,4/23/2023,USD,N,RETAIL,348022.2,345526.79,367816.01
CORE,FCBU,SAVINGS,97070,1000278,Customer_97070,FDFIXED,28,"Tuesday, October 17, 2017",0.0194,90,Active,11/16/2017,LKR,N,RETAIL,707811.11,706193.94,719802.07
PAWNING,FCBU,FD,21322,1000279,Customer_21322,LOANGEN,27,"Tuesday, September 13, 2022",0.0903,30,Active,10/13/2022,LKR,N,CORPORATE,873028.36,865215.85,911139.9
